# Start timestamp: 1760341943177
# Start time: 13.10.2025 09:52:23.177
# Duration: 00:33.540
# Sensor insoles: Left SN12940, Right SN12941
# Size: 6
# Recording type: live
# Name: 251013_09:52:24
# Notes: 
# Tag: 
# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[-0.5...+0.5]	left center of pressure Y[-0.5...+0.5]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[-0.5...+0.5]	right center of pressure Y[-0.5...+0.5]
0.00	18.00	13.25	9.25	5.25	2.25	0.75	1.00	0.75	4.25	1.50	2.00	1.00	1.25	11.25	0.75	1.00	-0.235352	0.048828	0.980469	-1.400000	1.260000	0.140000	821.00	-0.135719	0.020108	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	1.00	0.75	1.75	5.00	0.00	0.75	-0.298340	0.096191	0.989746	-2.030000	-2.590000	2.170000	91.00	0.317123	-0.040141
0.02	17.75	13.75	9.25	5.50	2.50	0.75	1.00	0.75	4.00	1.75	2.00	1.00	1.25	11.25	1.00	0.00	-0.235840	0.048340	0.987793	-1.400000	1.120000	0.140000	825.00	-0.139109	0.019017	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	1.00	0.50	1.25	5.25	0.00	0.75	-0.297852	0.098633	0.983887	-2.100000	-2.450000	2.660000	86.00	0.318066	-0.032746
0.04	18.50	13.75	9.50	5.00	2.25	0.75	0.75	0.75	4.25	1.75	2.25	1.00	1.00	11.50	1.00	0.25	-0.243652	0.048340	0.979492	-1.190000	1.190000	0.210000	831.00	-0.137822	0.022536	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.50	1.25	5.25	0.00	1.00	-0.305664	0.101074	0.992676	-2.030000	-2.870000	2.380000	84.00	0.335232	-0.019845
0.06	18.25	14.00	10.00	5.00	2.25	1.00	0.75	1.00	4.50	1.75	2.25	1.25	1.50	11.50	0.75	0.75	-0.238281	0.050781	0.984375	-1.400000	1.330000	0.140000	856.00	-0.133713	0.015629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	1.00	0.75	1.50	5.50	0.00	0.50	-0.298828	0.093262	0.985840	-2.240000	-3.080000	2.590000	92.00	0.312543	-0.042089
0.08	18.25	13.75	9.50	5.25	2.25	0.50	0.75	1.00	5.25	1.75	1.75	0.00	1.50	11.75	0.75	0.50	-0.240234	0.053223	0.983887	-1.330000	1.120000	0.210000	835.00	-0.135031	0.027462	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.75	1.75	5.50	0.00	0.25	-0.302246	0.097656	0.978516	-2.450000	-3.290000	2.590000	83.00	0.329839	-0.026588
0.10	18.00	14.00	10.00	5.00	2.75	0.50	0.75	1.00	4.00	1.50	2.00	0.25	1.25	11.50	1.00	0.75	-0.239746	0.048828	0.986816	-1.190000	1.050000	0.350000	829.00	-0.142237	0.021119	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.00	1.25	5.25	0.00	0.50	-0.301270	0.094727	0.991211	-2.450000	-3.500000	2.240000	84.00	0.329246	-0.025176
0.12	18.25	14.00	9.50	5.25	2.75	0.75	0.75	0.75	4.00	1.50	2.00	0.75	1.50	11.50	0.25	0.00	-0.238281	0.049805	0.982422	-1.330000	1.120000	0.210000	823.00	-0.148557	0.020330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.75	0.25	1.25	5.75	0.00	0.75	-0.299316	0.094727	0.987793	-2.030000	-3.430000	2.310000	89.00	0.327131	0.001849
0.14	18.25	14.00	9.50	5.25	2.00	0.75	1.25	0.75	4.00	0.75	2.50	0.75	1.00	11.25	0.75	0.00	-0.238281	0.045410	0.982422	-1.260000	1.190000	0.140000	818.00	-0.147470	0.022320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	1.50	5.75	0.00	0.75	-0.294922	0.089844	0.988281	-1.890000	-3.360000	2.170000	86.00	0.338124	-0.013043
0.16	18.25	13.75	9.75	5.00	2.00	0.75	1.00	0.75	4.00	1.00	1.25	1.00	1.00	11.25	0.50	0.50	-0.238770	0.049316	0.976562	-1.190000	1.190000	0.280000	803.00	-0.151828	0.023558	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.75	1.25	5.75	0.00	0.50	-0.303711	0.092773	0.984863	-2.380000	-3.220000	2.380000	88.00	0.334326	-0.008595
0.18	18.50	14.25	9.50	5.00	2.50	0.25	1.00	0.75	3.50	1.50	1.50	1.25	1.25	11.25	0.75	0.25	-0.233398	0.053223	0.988281	-1.330000	1.190000	0.140000	816.00	-0.149996	0.020182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	1.25	5.25	0.00	0.50	-0.296387	0.090820	0.990234	-2.380000	-3.290000	2.450000	81.00	0.333631	-0.015512
0.20	18.75	13.50	9.50	5.25	2.25	0.50	1.00	1.00	4.50	1.50	1.50	0.00	1.25	11.25	1.00	0.00	-0.237793	0.045410	0.983398	-1.400000	1.190000	0.210000	819.00	-0.146495	0.028247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	1.50	5.75	0.00	0.50	-0.296875	0.097168	0.987305	-2.170000	-2.730000	2.940000	88.00	0.333444	-0.017260
0.22	18.00	13.50	9.75	5.25	2.00	0.75	0.75	1.00	5.00	1.25	2.00	0.50	0.75	11.25	1.25	0.50	-0.241699	0.053223	0.984375	-1.190000	1.120000	0.280000	827.00	-0.136379	0.025302	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.75	1.00	5.75	0.00	0.25	-0.298340	0.092773	0.988281	-1.960000	-2.940000	2.590000	83.00	0.328616	-0.002112
0.24	17.50	13.50	9.75	5.25	2.00	0.75	0.50	0.75	4.50	1.75	2.25	0.25	1.00	11.00	1.25	0.00	-0.232422	0.048340	0.987305	-1.470000	1.190000	0.210000	808.00	-0.139534	0.023858	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	1.00	0.75	1.00	5.25	0.00	0.50	-0.299316	0.095703	0.985352	-2.100000	-3.150000	2.450000	85.00	0.317675	-0.024922
0.26	18.00	14.00	9.25	5.25	2.25	1.00	0.50	0.75	5.00	2.00	1.25	0.75	1.25	11.25	0.75	0.00	-0.239258	0.045898	0.980957	-1.540000	1.050000	0.140000	822.00	-0.141365	0.023660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.75	1.50	6.00	0.00	0.75	-0.297363	0.097168	0.985352	-1.890000	-3.430000	2.590000	93.00	0.323646	-0.030877
0.28	18.25	14.50	9.75	5.50	2.25	0.25	0.75	0.75	3.75	1.50	1.50	0.50	0.50	11.25	0.25	0.50	-0.239746	0.046387	0.985352	-1.330000	1.190000	0.350000	801.00	-0.160611	0.025325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	1.25	5.75	0.00	0.50	-0.298828	0.094238	0.982422	-1.890000	-4.060000	2.590000	80.00	0.345994	0.002967
0.30	18.25	14.50	10.00	5.25	2.25	0.25	0.75	1.00	4.00	1.25	1.50	0.75	0.75	11.25	0.25	0.00	-0.236816	0.054199	0.985352	-1.400000	1.050000	0.210000	808.00	-0.158968	0.023990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.00	0.50	0.75	1.50	5.75	0.00	0.50	-0.298828	0.090332	0.986328	-1.470000	-4.130000	2.450000	100.00	0.313786	0.001305
0.32	18.50	13.25	9.75	5.00	2.25	0.50	0.75	0.75	4.25	1.25	1.75	0.00	0.50	11.25	0.25	0.25	-0.235352	0.052246	0.979004	-1.540000	1.120000	0.140000	788.00	-0.156329	0.034061	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.75	0.75	1.25	5.50	0.00	0.50	-0.302734	0.095215	0.989258	-1.120000	-3.990000	2.030000	91.00	0.316749	-0.016410
0.34	18.50	13.75	10.00	5.50	2.00	0.50	0.75	0.75	4.50	1.50	2.00	0.25	1.00	10.50	0.50	0.50	-0.236328	0.052734	0.976562	-1.260000	1.330000	0.140000	813.00	-0.153651	0.025338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	1.00	1.00	1.25	5.75	0.00	0.50	-0.297363	0.096191	0.989258	-1.330000	-3.640000	2.660000	95.00	0.315311	-0.034035
0.36	18.50	13.75	10.25	5.25	2.25	0.75	1.00	1.00	4.00	1.75	1.75	0.75	1.50	11.25	0.50	0.50	-0.232910	0.050293	0.984863	-1.470000	1.190000	0.210000	838.00	-0.146064	0.019339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.50	1.25	5.50	0.00	0.50	-0.299805	0.094727	0.995605	-1.540000	-3.430000	2.660000	81.00	0.326494	-0.015796
0.38	18.75	13.50	10.00	5.25	2.50	0.00	1.00	0.75	4.25	1.75	2.25	1.25	1.25	10.75	1.00	0.75	-0.239746	0.050781	0.978027	-1.540000	1.260000	0.210000	840.00	-0.138831	0.022428	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.50	1.50	5.50	0.00	0.50	-0.291504	0.096191	0.984863	-2.100000	-3.290000	2.870000	84.00	0.322094	-0.028325
0.40	18.25	14.00	9.50	5.25	2.25	0.25	0.75	0.75	4.25	1.75	1.75	0.50	1.25	11.00	1.25	0.50	-0.238281	0.049805	0.984863	-1.400000	1.120000	0.210000	819.00	-0.142614	0.022860	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.50	1.00	5.50	0.00	0.50	-0.297363	0.097168	0.988281	-1.750000	-3.430000	2.520000	79.00	0.331156	-0.002521
0.42	18.50	14.25	10.00	5.25	2.25	0.50	0.75	0.75	4.50	1.75	1.50	0.50	1.25	11.00	1.00	0.50	-0.236816	0.049316	0.980957	-1.330000	1.190000	0.210000	831.00	-0.146718	0.023930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.75	0.75	1.00	5.50	0.00	0.00	-0.294922	0.099609	0.992188	-1.680000	-2.870000	2.520000	85.00	0.319354	-0.003219
0.44	18.50	13.75	10.00	5.25	2.25	0.75	0.75	0.50	4.50	1.75	1.50	0.75	1.75	11.00	0.25	0.50	-0.236328	0.048340	0.978516	-1.400000	1.190000	0.140000	824.00	-0.148502	0.023335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.75	1.25	5.50	0.00	0.25	-0.297363	0.101074	0.987793	-1.470000	-2.730000	2.310000	84.00	0.331726	-0.008366
0.46	18.75	13.75	9.50	5.50	2.25	0.50	0.75	0.75	4.25	1.75	1.50	1.00	1.25	11.00	0.75	0.75	-0.237793	0.052246	0.981934	-1.400000	1.190000	0.210000	827.00	-0.145864	0.020444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	1.00	0.75	1.50	5.50	0.00	0.50	-0.297852	0.098145	0.991211	-1.750000	-2.870000	2.450000	92.00	0.312543	-0.042089
0.48	18.50	13.75	9.75	5.25	2.25	0.50	0.75	1.00	5.00	1.75	1.75	1.00	0.50	11.00	1.25	1.00	-0.241699	0.050781	0.984375	-1.400000	1.190000	0.210000	842.00	-0.135863	0.024762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.00	1.50	5.75	0.00	0.50	-0.292480	0.100098	0.985352	-1.890000	-2.800000	2.450000	80.00	0.333022	-0.003175
0.50	18.25	14.00	9.50	5.25	2.00	0.75	0.75	1.00	4.00	1.75	2.25	0.50	1.00	11.50	0.75	0.25	-0.235840	0.048828	0.982910	-1.470000	1.190000	0.140000	823.00	-0.143758	0.020024	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	1.50	5.50	0.00	0.50	-0.293945	0.096680	0.994141	-2.170000	-2.660000	2.590000	82.00	0.335639	-0.013014
0.52	18.50	13.75	10.00	5.25	2.00	0.50	0.75	1.00	4.00	2.00	1.50	0.25	1.00	11.00	1.00	0.25	-0.235352	0.053223	0.979492	-1.470000	1.260000	0.140000	816.00	-0.149716	0.023934	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	1.25	5.25	0.00	0.50	-0.298828	0.094238	0.983398	-2.240000	-2.730000	2.450000	78.00	0.338342	-0.005129
0.54	18.50	14.50	10.25	5.50	2.50	0.50	0.75	0.75	5.00	1.25	2.00	1.00	1.25	11.25	0.50	0.50	-0.238770	0.046875	0.980469	-1.260000	1.190000	0.140000	852.00	-0.144862	0.022723	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.75	1.25	5.50	0.00	0.50	-0.294434	0.101074	0.988281	-2.170000	-2.660000	2.450000	86.00	0.332196	-0.013632
0.56	18.50	14.25	9.75	5.75	2.00	0.75	1.00	0.75	4.25	1.50	2.00	1.50	1.50	11.50	0.50	0.25	-0.240234	0.048340	0.984375	-1.400000	1.260000	0.140000	849.00	-0.142629	0.016150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	1.50	5.50	0.00	0.50	-0.300781	0.095215	0.990234	-1.890000	-2.730000	2.450000	82.00	0.335639	-0.013014
0.58	19.00	14.25	9.75	5.25	2.00	1.00	0.75	0.75	4.25	1.50	1.75	0.75	1.00	11.25	0.50	0.50	-0.236816	0.052246	0.982422	-1.400000	1.330000	0.140000	830.00	-0.151853	0.021738	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.25	0.25	1.75	5.25	0.00	0.25	-0.296875	0.091797	0.986816	-2.240000	-2.590000	2.310000	80.00	0.318951	-0.015503
0.60	18.75	13.75	9.75	5.25	2.25	0.25	1.00	1.00	4.25	1.00	2.00	1.00	1.25	11.25	0.75	0.75	-0.234863	0.045898	0.979004	-1.330000	1.260000	0.140000	831.00	-0.143825	0.020722	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.50	1.25	5.50	0.00	0.00	-0.299316	0.096191	0.988770	-2.030000	-2.590000	2.450000	75.00	0.344489	0.034485
0.62	18.25	14.25	10.00	5.25	2.25	0.00	0.75	1.00	3.50	1.75	2.25	1.00	1.25	11.00	0.50	0.75	-0.237793	0.049805	0.982910	-1.260000	1.260000	0.210000	822.00	-0.148700	0.015754	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.50	0.75	1.25	5.75	0.00	0.25	-0.299316	0.096191	0.984863	-2.170000	-2.520000	2.240000	85.00	0.337915	0.015969
0.64	18.25	14.00	9.75	5.25	2.00	0.25	0.75	1.00	4.50	1.75	1.50	0.75	1.50	11.00	0.50	0.75	-0.241211	0.046875	0.981445	-1.330000	1.260000	0.140000	822.00	-0.144745	0.020428	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.50	4.75	0.00	0.50	-0.298340	0.094238	0.991699	-2.100000	-2.800000	2.380000	67.00	0.341625	-0.019671
0.66	18.50	13.75	9.75	5.25	2.00	0.75	0.75	0.75	4.50	0.50	1.25	1.00	1.25	11.25	0.75	0.75	-0.236816	0.052246	0.976074	-1.330000	1.120000	0.210000	813.00	-0.149693	0.021360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.50	0.50	0.50	1.00	5.50	0.00	0.25	-0.298828	0.100586	0.988281	-2.170000	-2.870000	2.310000	83.00	0.324483	0.007549
0.68	18.00	13.75	10.00	5.50	2.25	0.50	1.00	0.75	4.50	1.00	2.00	0.75	1.00	11.25	0.25	1.00	-0.239258	0.051758	0.981445	-1.400000	1.190000	0.140000	822.00	-0.146149	0.023907	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.75	0.75	1.25	5.25	0.00	0.00	-0.297363	0.095703	0.986328	-2.170000	-2.870000	2.380000	82.00	0.315132	-0.023858
0.70	18.75	14.25	10.00	5.25	2.00	0.50	0.75	0.75	4.50	1.00	1.75	0.75	1.00	11.50	0.50	0.25	-0.236816	0.050781	0.983887	-1.470000	1.330000	0.070000	823.00	-0.151673	0.025668	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	1.25	5.25	0.00	0.00	-0.295410	0.098633	0.987793	-2.100000	-2.450000	2.660000	72.00	0.341955	0.011971
0.72	19.25	14.25	10.00	5.25	2.00	0.75	0.75	1.00	3.75	1.25	1.00	1.00	1.25	11.00	0.75	0.00	-0.242676	0.047852	0.981934	-1.470000	1.120000	0.140000	821.00	-0.160594	0.018259	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	1.25	5.00	0.00	0.25	-0.291992	0.097168	0.987305	-1.960000	-2.590000	2.450000	68.00	0.345627	0.012267
0.74	18.75	14.25	9.00	5.25	1.75	0.75	0.75	1.00	4.00	1.50	0.00	1.25	1.50	11.00	0.50	0.25	-0.242188	0.048828	0.982910	-1.330000	1.260000	0.140000	799.00	-0.158417	0.016799	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.50	1.50	5.75	0.00	0.50	-0.292480	0.095215	0.986328	-2.030000	-2.870000	2.380000	86.00	0.324548	-0.022770
0.76	18.75	14.25	9.75	5.00	2.25	0.75	0.75	1.00	4.75	1.50	0.75	0.75	1.50	11.25	0.75	0.00	-0.239258	0.049805	0.980957	-1.400000	1.190000	0.140000	829.00	-0.149467	0.023630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	1.50	5.25	0.00	0.25	-0.294434	0.097168	0.986816	-2.100000	-2.730000	2.520000	79.00	0.332914	-0.012982
0.78	18.75	13.50	10.00	5.00	2.50	0.75	0.75	0.75	4.50	1.75	1.50	1.00	1.00	11.00	0.50	0.50	-0.240723	0.053711	0.979004	-1.400000	1.120000	0.070000	827.00	-0.146826	0.025816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.75	0.75	1.75	5.00	0.00	0.25	-0.291016	0.099609	0.988281	-2.240000	-2.800000	2.450000	86.00	0.305265	-0.058355
0.80	18.50	14.25	9.75	5.25	2.00	0.25	0.75	1.00	4.50	1.75	1.75	1.00	1.25	11.00	1.00	0.50	-0.237793	0.050293	0.977051	-1.330000	1.260000	0.140000	835.00	-0.141941	0.019853	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.75	0.75	1.25	5.00	0.00	0.50	-0.298340	0.097168	0.985352	-2.380000	-3.150000	2.310000	83.00	0.313952	-0.039926
0.82	18.50	14.00	9.75	5.00	2.50	0.25	0.75	1.00	5.00	1.75	2.25	1.25	1.50	11.00	1.25	0.25	-0.238281	0.049316	0.983887	-1.400000	1.260000	0.140000	855.00	-0.131697	0.020618	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	1.25	5.25	0.00	0.00	-0.301758	0.094238	0.984863	-2.100000	-3.080000	2.450000	78.00	0.332665	-0.004150
0.84	18.50	14.00	9.75	5.50	2.50	0.50	0.75	1.00	4.00	1.25	2.25	1.25	1.50	11.00	1.50	0.00	-0.231934	0.055664	0.980957	-1.330000	1.120000	0.210000	845.00	-0.140979	0.013495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.50	5.25	0.00	0.25	-0.295410	0.096680	0.988281	-1.820000	-2.940000	2.450000	73.00	0.340482	-0.012053
0.86	18.50	14.00	9.75	5.50	2.25	1.25	0.75	1.00	4.00	1.50	2.50	0.25	1.50	11.25	0.75	0.25	-0.236328	0.051270	0.983398	-1.400000	1.120000	0.210000	840.00	-0.146612	0.015113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	1.00	5.00	0.00	0.25	-0.297852	0.094727	0.981445	-2.100000	-2.800000	2.380000	69.00	0.345807	0.015574
0.88	18.25	13.75	9.75	5.50	2.00	0.50	1.00	0.75	4.00	1.00	2.25	0.50	1.50	11.25	0.75	0.50	-0.240723	0.046875	0.981445	-1.400000	1.190000	0.070000	819.00	-0.146274	0.019958	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	1.00	5.00	0.00	0.50	-0.298828	0.095703	0.985840	-1.960000	-3.010000	2.520000	76.00	0.336273	-0.007596
0.90	18.75	14.00	9.75	5.25	2.25	0.25	0.75	0.25	4.50	1.25	1.75	0.75	1.50	11.00	1.00	0.75	-0.243652	0.055664	0.981445	-1.330000	1.120000	0.280000	821.00	-0.145989	0.025967	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	1.25	5.00	0.00	0.50	-0.291992	0.091309	0.986816	-1.960000	-3.220000	2.590000	73.00	0.340373	-0.006612
0.92	18.50	14.00	9.75	5.25	2.00	0.50	0.75	0.75	4.50	1.50	1.25	1.00	1.25	11.00	1.00	0.75	-0.234863	0.054199	0.983887	-1.400000	1.190000	0.140000	824.00	-0.144763	0.021636	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.50	1.25	5.50	0.00	0.50	-0.297852	0.091309	0.988281	-2.030000	-3.430000	2.660000	81.00	0.326494	-0.015796
0.94	18.25	14.25	10.00	5.25	2.50	0.75	0.75	0.75	4.25	1.50	1.50	1.25	1.25	11.50	1.25	0.75	-0.233398	0.052734	0.980957	-1.400000	1.190000	0.070000	845.00	-0.139336	0.018162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	1.00	0.25	1.25	5.00	0.00	0.75	-0.296875	0.094727	0.983887	-2.100000	-3.360000	2.590000	81.00	0.319310	-0.029423
0.96	19.00	14.25	10.00	5.25	2.00	0.75	1.00	1.00	4.25	1.50	1.25	0.75	0.75	11.00	0.50	0.50	-0.233887	0.052246	0.983398	-1.260000	1.050000	0.210000	828.00	-0.155519	0.023952	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	1.25	5.25	0.00	0.50	-0.295410	0.092773	0.992188	-2.100000	-3.150000	2.590000	78.00	0.338342	-0.005129
0.98	19.00	14.25	10.00	5.25	2.25	0.75	1.00	0.75	3.50	1.75	1.25	0.75	1.00	11.00	1.00	0.75	-0.235840	0.049316	0.978027	-1.330000	1.190000	0.210000	829.00	-0.154362	0.020355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	1.00	5.25	0.00	0.25	-0.293457	0.092285	0.985840	-2.240000	-3.430000	2.660000	74.00	0.343289	0.015580
1.00	18.75	14.25	10.25	5.75	2.25	1.00	0.75	0.75	4.00	1.75	1.75	0.75	1.50	10.75	0.25	1.00	-0.233887	0.047363	0.977051	-1.260000	1.190000	0.070000	842.00	-0.154531	0.014998	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	1.25	5.25	0.00	0.00	-0.293457	0.088867	0.988770	-1.960000	-3.290000	2.240000	72.00	0.341955	0.011971
1.02	18.75	14.25	9.75	5.00	2.00	0.50	0.75	0.75	4.25	1.75	1.50	1.25	1.25	10.75	0.25	0.00	-0.237305	0.049805	0.975098	-1.330000	1.190000	0.210000	816.00	-0.154001	0.022176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.25	5.25	0.00	0.25	-0.293457	0.094238	0.992188	-1.960000	-2.870000	2.450000	68.00	0.352113	0.015647
1.04	19.25	14.75	9.75	5.25	2.25	0.75	0.75	0.75	4.50	2.00	1.75	1.00	0.50	11.00	0.75	0.25	-0.235352	0.054688	0.983398	-1.400000	1.190000	0.140000	845.00	-0.150923	0.024859	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	1.25	5.00	0.00	0.25	-0.291992	0.100098	0.992676	-2.100000	-3.150000	2.590000	65.00	0.350857	0.017873
1.06	18.75	14.00	9.75	5.50	1.75	0.50	0.75	0.75	4.25	1.00	1.75	1.00	1.00	10.75	0.75	0.50	-0.239258	0.051758	0.987793	-1.260000	1.260000	0.280000	814.00	-0.153467	0.020442	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.50	1.50	5.00	0.00	0.50	-0.298828	0.095215	0.987793	-2.310000	-3.010000	2.730000	79.00	0.316755	-0.040412
1.08	18.75	14.00	9.75	5.25	2.50	0.50	0.75	0.75	4.50	1.25	1.75	1.25	1.00	10.75	1.00	0.50	-0.233887	0.056641	0.980957	-1.400000	1.190000	0.140000	832.00	-0.146388	0.021558	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	1.00	0.00	1.50	5.00	0.00	0.50	-0.293945	0.095215	0.978516	-2.240000	-3.220000	2.520000	79.00	0.318229	-0.027263
1.10	19.00	14.25	10.75	5.00	2.00	0.75	1.00	0.75	3.25	1.50	1.75	1.25	0.50	10.75	1.25	0.25	-0.238281	0.052734	0.980469	-1.470000	1.260000	0.210000	830.00	-0.156512	0.020605	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.25	0.25	1.00	5.00	0.00	0.00	-0.293457	0.095703	0.986816	-1.890000	-3.080000	2.450000	69.00	0.330133	0.029876
1.12	19.00	14.25	10.00	5.25	2.00	1.00	0.75	1.00	4.00	1.50	2.00	0.50	0.75	11.00	1.25	0.25	-0.232910	0.047852	0.980957	-1.470000	1.260000	0.210000	836.00	-0.150894	0.019924	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.25	0.50	1.00	5.00	0.00	0.25	-0.294922	0.090332	0.986816	-2.100000	-2.870000	2.310000	70.00	0.329428	-0.003259
1.14	19.00	14.50	10.00	5.25	2.25	1.00	1.00	1.00	4.00	1.50	2.00	0.75	1.25	11.00	0.25	0.75	-0.237793	0.046875	0.981445	-1.330000	1.260000	0.280000	845.00	-0.153244	0.017056	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.25	0.50	0.50	1.25	5.00	0.00	0.50	-0.289551	0.095703	0.985352	-2.170000	-2.730000	2.450000	83.00	0.315709	-0.011401
