# Start timestamp: 1761208149694
# Start time: 23.10.2025 10:29:09.694
# Duration: 00:32.484
# Sensor insoles: Left SN12940, Right SN12941
# Size: 6
# Recording type: normal
# Name: 251023_10:29:09
# Notes: 
# Tag: 
# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[-0.5...+0.5]	left center of pressure Y[-0.5...+0.5]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[-0.5...+0.5]	right center of pressure Y[-0.5...+0.5]
11.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.820312	-0.238281	0.545410	2.100000	2.310000	-6.300000	0.00	0.000000	0.000000	10.50	10.25	4.25	5.75	1.00	1.50	0.00	2.25	1.50	2.75	4.25	3.75	5.50	9.75	0.50	3.00	-0.201172	0.044434	1.007812	6.440000	-1.610000	3.640000	721.00	-0.057358	-0.080936
11.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.819336	-0.217285	0.534668	-4.760000	2.450000	2.240000	0.00	0.000000	0.000000	9.25	9.00	3.75	5.25	0.75	1.75	0.00	2.75	2.00	2.25	4.50	4.25	6.00	9.00	1.25	3.00	-0.204102	0.052246	1.000488	-1.190000	-2.800000	3.010000	707.00	-0.033225	-0.093101
11.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.848145	-0.188965	0.492188	-1.050000	3.640000	4.340000	0.00	0.000000	0.000000	11.00	10.00	4.25	4.50	1.00	1.25	0.25	0.75	4.75	4.00	4.00	2.75	2.75	12.00	0.50	2.00	-0.210449	0.043945	1.011230	-6.790000	-2.450000	2.380000	720.00	-0.031619	-0.010261
12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.835938	-0.222168	0.528320	5.250000	4.970000	-7.420000	0.00	0.000000	0.000000	11.50	9.75	4.25	4.50	0.75	0.25	0.50	0.75	4.25	3.50	3.75	2.50	3.25	12.50	0.50	2.25	-0.210938	0.039062	1.006348	-1.610000	-3.220000	3.010000	705.00	-0.032184	-0.007446
12.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.846680	-0.228027	0.535156	-1.260000	3.780000	-1.330000	0.00	0.000000	0.000000	11.50	10.00	4.50	5.00	1.00	1.25	0.00	1.50	4.00	2.75	4.00	2.75	4.00	11.75	0.50	2.25	-0.201660	0.043457	1.003906	0.700000	-3.430000	3.080000	729.00	-0.044794	-0.032778
12.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.837891	-0.200195	0.501465	-0.630000	8.050000	9.030000	0.00	0.000000	0.000000	11.50	10.00	4.75	5.00	1.00	0.75	0.25	1.00	4.75	3.50	3.50	2.00	2.75	12.00	1.25	2.00	-0.199707	0.039062	1.011230	-4.900000	-1.890000	2.730000	725.00	-0.039319	-0.007499
12.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.806641	-0.193848	0.509766	2.940000	5.460000	-5.880000	0.00	0.000000	0.000000	11.50	10.25	4.75	4.25	1.00	0.25	0.50	0.75	5.25	3.75	3.25	1.50	2.00	12.50	1.25	1.75	-0.206543	0.037109	1.003906	-3.290000	-1.750000	2.800000	710.00	-0.034964	0.012897
12.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.824707	-0.206543	0.510742	1.260000	2.310000	-1.470000	0.00	0.000000	0.000000	11.75	9.75	4.75	5.00	1.25	0.75	0.25	1.25	4.75	4.00	4.25	2.50	3.50	10.50	0.50	2.75	-0.207031	0.039062	1.011719	4.550000	-3.570000	3.430000	741.00	-0.041776	-0.020121
12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.853516	-0.203613	0.515625	-0.350000	2.030000	1.750000	0.00	0.000000	0.000000	10.75	10.25	4.50	5.50	0.75	1.50	0.00	2.50	2.75	2.50	4.25	3.00	5.75	8.75	0.50	2.50	-0.210449	0.053711	1.005859	2.590000	-0.840000	3.500000	721.00	-0.061701	-0.074065
12.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.826660	-0.217285	0.517578	-0.210000	2.870000	1.470000	0.00	0.000000	0.000000	11.50	10.75	4.25	5.50	1.00	0.75	0.00	2.25	3.75	3.50	4.50	3.75	4.75	8.50	1.25	2.25	-0.207520	0.048340	1.013184	-3.640000	-2.800000	2.730000	754.00	-0.051596	-0.058203
12.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.838379	-0.207520	0.509277	0.140000	0.560000	1.190000	0.00	0.000000	0.000000	11.00	10.00	4.25	5.25	1.00	2.00	0.25	2.25	3.25	3.50	4.75	3.50	5.25	8.50	1.25	3.25	-0.212402	0.055664	0.998535	-0.770000	-2.100000	3.010000	760.00	-0.043934	-0.067220
12.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.857910	-0.204590	0.502930	-0.840000	2.240000	2.380000	0.00	0.000000	0.000000	11.50	10.25	4.25	5.25	0.75	1.25	0.25	2.00	3.50	3.75	4.75	3.50	5.00	9.25	1.50	2.25	-0.208008	0.049316	1.006836	-2.240000	-2.730000	2.940000	760.00	-0.041872	-0.055131
12.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.849121	-0.185059	0.482422	0.070000	1.610000	-2.660000	0.00	0.000000	0.000000	10.50	10.00	4.25	5.00	1.25	0.75	0.25	1.25	4.75	4.75	5.00	3.50	4.25	10.50	1.25	2.50	-0.206543	0.039062	1.006348	-3.080000	-3.220000	2.800000	766.00	-0.018445	-0.032334
13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.856934	-0.210449	0.510254	0.700000	1.820000	1.190000	0.00	0.000000	0.000000	10.25	9.00	4.25	5.00	1.00	1.25	0.25	1.25	4.00	4.25	5.75	4.00	4.75	9.75	1.50	3.50	-0.208008	0.047852	1.005859	0.210000	-2.380000	3.220000	761.00	-0.011934	-0.048273
13.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.845215	-0.192871	0.507324	-1.820000	3.220000	0.420000	0.00	0.000000	0.000000	9.50	9.00	4.25	5.25	0.75	1.75	0.25	2.50	3.50	4.00	5.75	4.50	6.00	8.50	1.50	3.50	-0.212891	0.046387	1.007324	-0.070000	-1.820000	3.150000	775.00	-0.014731	-0.076937
13.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.828613	-0.197754	0.507812	-1.680000	2.030000	0.980000	0.00	0.000000	0.000000	9.25	9.00	3.75	5.25	1.00	2.00	0.25	2.25	3.50	4.00	5.75	4.50	5.75	8.50	1.25	3.00	-0.212891	0.054688	1.012695	-1.750000	-2.800000	2.940000	760.00	-0.015885	-0.075325
13.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.837891	-0.190918	0.512695	-2.380000	-0.490000	0.980000	0.00	0.000000	0.000000	9.75	9.00	3.75	5.25	1.00	2.00	0.25	2.25	3.50	4.25	5.75	4.50	5.75	8.50	1.25	3.00	-0.207520	0.053223	1.006348	-1.190000	-2.590000	3.010000	768.00	-0.017788	-0.073454
13.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.851074	-0.208008	0.505371	-1.540000	-0.630000	0.420000	0.00	0.000000	0.000000	9.00	9.00	3.25	5.25	0.75	2.25	0.00	3.00	2.75	4.00	5.75	5.25	6.75	8.25	0.75	3.50	-0.206055	0.047363	1.005371	-0.000000	-2.520000	3.220000	762.00	-0.015042	-0.099396
13.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.865234	-0.194336	0.513672	2.940000	3.010000	-0.070000	0.00	0.000000	0.000000	8.50	8.75	3.25	5.25	0.75	2.50	0.00	4.50	2.25	3.25	5.75	5.25	7.25	7.25	1.25	3.75	-0.208984	0.057129	1.000977	0.280000	-2.100000	3.150000	768.00	-0.016832	-0.122033
13.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.832031	-0.192383	0.497070	-2.940000	0.280000	1.750000	0.00	0.000000	0.000000	8.75	9.00	3.75	5.50	0.75	2.75	0.00	4.25	2.00	3.50	5.75	5.25	7.25	8.25	1.25	3.75	-0.210449	0.061523	1.001465	-2.240000	-2.730000	2.800000	790.00	-0.018233	-0.116857
13.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.855957	-0.216797	0.492676	-4.340000	-0.770000	2.170000	0.00	0.000000	0.000000	8.50	8.75	3.00	5.25	0.75	2.50	0.00	3.75	2.75	3.50	5.75	5.00	6.50	8.25	1.75	3.75	-0.214355	0.058594	1.000488	-3.500000	-3.220000	2.730000	768.00	-0.006615	-0.106408
13.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.875977	-0.188477	0.479492	-5.180000	1.470000	0.350000	0.00	0.000000	0.000000	8.50	8.00	3.75	5.50	1.00	2.50	0.25	3.50	2.00	3.50	6.00	5.25	6.75	8.50	1.25	3.50	-0.211426	0.057617	1.006836	-2.100000	-3.150000	2.940000	768.00	-0.010721	-0.105953
13.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.848633	-0.178711	0.503906	-2.660000	4.550000	-0.350000	0.00	0.000000	0.000000	7.75	8.75	3.00	5.25	0.75	2.50	0.00	3.75	2.25	3.25	6.00	5.25	6.75	8.25	1.25	3.75	-0.208008	0.059570	1.003418	-1.890000	-3.080000	3.010000	752.00	-0.006475	-0.115162
14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.844727	-0.167969	0.496582	-0.910000	3.990000	1.540000	0.00	0.000000	0.000000	8.50	7.50	3.25	5.25	1.00	2.50	0.00	3.25	2.75	3.50	5.75	5.00	7.25	9.25	1.25	3.25	-0.210938	0.052734	1.002441	-3.360000	-3.290000	2.800000	761.00	0.000939	-0.100055
14.10	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.843750	-0.185547	0.513672	2.100000	2.730000	-1.050000	3.00	0.000000	0.000000	9.50	8.75	3.75	5.25	1.00	1.75	0.25	2.50	2.75	3.00	5.50	4.75	6.00	10.50	1.25	3.75	-0.202148	0.054199	1.004883	-3.150000	-3.360000	2.800000	765.00	-0.009974	-0.079383
14.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.853516	-0.191895	0.506348	0.490000	1.330000	0.000000	0.00	0.000000	0.000000	9.00	8.75	4.00	5.25	0.75	2.00	0.25	2.25	2.75	3.00	5.50	4.50	5.75	9.75	1.50	3.00	-0.202637	0.050781	1.003906	-3.430000	-2.520000	2.800000	744.00	-0.014092	-0.078687
14.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.852539	-0.192871	0.498047	-0.280000	0.910000	-0.840000	0.00	0.000000	0.000000	10.50	9.75	4.00	5.25	0.75	1.50	0.25	2.25	2.75	2.75	5.00	4.25	5.75	11.25	1.75	3.00	-0.205566	0.051758	1.006836	-1.820000	-2.870000	2.870000	771.00	-0.021129	-0.069019
14.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.861328	-0.197266	0.501465	-0.910000	1.680000	-0.560000	0.00	0.000000	0.000000	9.50	9.25	4.00	5.50	1.00	2.25	0.00	2.75	2.00	2.75	5.00	4.75	6.50	9.75	1.25	3.00	-0.207520	0.055664	1.004883	0.140000	-1.820000	3.080000	756.00	-0.027902	-0.093514
14.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.830078	-0.184570	0.499512	-1.540000	2.310000	-1.120000	0.00	0.000000	0.000000	9.75	9.00	4.25	5.00	0.75	2.25	0.25	2.50	2.50	3.00	5.25	4.50	6.00	10.00	1.25	2.75	-0.206055	0.052246	1.004395	-2.870000	-3.080000	2.800000	756.00	-0.022900	-0.079566
14.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.833496	-0.187988	0.529785	5.950000	-1.400000	-5.320000	0.00	0.000000	0.000000	8.00	8.75	3.25	5.75	0.50	3.75	0.00	5.00	1.25	2.00	5.75	5.75	8.50	8.25	1.00	4.25	-0.204590	0.058105	1.006348	5.320000	-0.490000	3.850000	787.00	-0.018450	-0.145114
14.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.806152	-0.247559	0.527344	-2.310000	-3.780000	2.100000	0.00	0.000000	0.000000	4.25	5.25	1.50	5.00	0.00	5.25	0.00	8.25	0.00	0.00	5.25	6.75	12.00	3.25	1.00	5.75	-0.213867	0.066406	0.995605	2.380000	-1.680000	3.430000	706.00	0.005078	-0.247467
14.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.481934	-0.247559	0.641602	8.190000	-49.420002	-26.740000	0.00	0.000000	0.000000	3.75	4.00	1.00	4.75	0.00	5.00	0.00	8.50	0.00	0.50	5.50	6.75	12.50	3.75	1.00	6.25	-0.213379	0.076172	1.005859	-1.260000	-2.730000	2.800000	701.00	0.028252	-0.251424
14.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.245605	-0.196289	0.802246	26.530001	-104.720001	-9.170000	0.00	0.000000	0.000000	3.25	3.25	1.00	4.50	0.00	5.00	0.00	8.50	0.25	0.50	5.00	7.25	13.00	4.00	1.25	6.25	-0.207520	0.074219	1.000488	-0.630000	-2.450000	2.940000	698.00	0.042747	-0.253453
15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.384766	0.030762	1.013672	3.570000	-138.180008	24.710001	0.00	0.000000	0.000000	3.00	3.00	1.00	4.50	0.00	5.25	0.00	9.25	0.00	0.50	4.50	7.50	13.75	2.00	0.50	5.50	-0.217285	0.077637	1.013672	0.770000	-2.380000	3.290000	677.00	0.026932	-0.277830
15.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.588867	0.111328	1.122559	-8.330000	-117.320000	86.309998	0.00	0.000000	0.000000	3.25	4.00	0.75	5.00	0.00	6.00	0.00	9.00	0.00	0.00	4.25	7.25	14.00	1.25	0.50	4.75	-0.213379	0.082520	0.998535	-1.050000	-2.660000	2.730000	677.00	0.005888	-0.283544
15.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.631348	0.059082	1.015625	18.760000	-71.400002	51.939999	0.00	0.000000	0.000000	4.50	4.75	1.00	5.25	0.00	6.50	0.00	8.50	0.00	0.50	4.25	7.00	13.00	1.25	0.00	4.25	-0.215332	0.076172	1.003418	-4.620000	-2.870000	2.030000	687.00	-0.016840	-0.267055
15.30	1.75	1.00	1.00	0.25	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-0.205078	0.022461	1.000000	6.230000	13.020000	2.450000	51.00	-0.294575	0.014710	4.75	5.00	1.25	5.75	0.00	6.25	0.00	7.25	0.00	0.50	4.25	6.75	12.50	1.25	0.50	3.75	-0.215820	0.078125	1.003418	-2.940000	-2.590000	2.450000	673.00	-0.023351	-0.255965
15.40	4.75	2.50	2.50	0.75	0.00	0.00	0.00	0.25	0.25	0.50	0.00	0.50	0.25	5.75	0.50	0.25	-0.214844	0.026855	0.985352	0.490000	-2.030000	0.700000	201.00	-0.070383	0.039102	3.75	4.50	1.00	3.75	0.00	4.75	0.00	6.75	0.00	0.50	3.50	6.25	10.75	0.25	0.00	3.50	-0.208984	0.073730	1.006348	-3.570000	-1.960000	2.520000	556.00	-0.020077	-0.269385
15.50	12.25	9.50	4.00	2.00	0.25	0.00	0.00	0.50	1.25	0.50	0.25	0.00	0.75	8.75	1.25	0.75	-0.199707	0.035156	0.987305	1.750000	-5.390000	0.700000	452.00	-0.149040	0.019070	2.25	2.00	0.50	2.00	0.00	2.25	0.00	5.00	0.00	0.50	3.50	5.25	9.50	0.50	0.00	2.25	-0.219238	0.078613	1.005371	-2.590000	-0.770000	2.520000	400.00	0.031568	-0.280768
15.60	15.75	15.50	5.75	4.75	0.50	0.25	0.00	2.00	2.00	0.75	0.50	1.00	1.50	11.00	1.25	1.00	-0.187500	0.034668	0.994629	-0.700000	-2.660000	0.420000	695.00	-0.155432	-0.019687	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	1.25	1.00	0.25	0.00	0.25	-0.252930	0.074707	0.977539	-10.990000	1.610000	-0.210000	53.00	0.133246	-0.211899
15.70	13.50	14.25	6.50	5.25	1.00	0.25	0.00	3.00	3.75	0.50	0.50	1.25	3.75	14.75	2.00	1.50	-0.190918	0.036133	0.988770	2.100000	-3.710000	0.210000	787.00	-0.087275	-0.025969	0.25	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.752930	-0.011719	1.222168	-47.599998	32.480000	-34.790001	6.00	0.000000	0.000000
15.80	12.25	10.75	5.25	3.25	0.75	0.00	0.25	1.75	4.25	1.25	1.25	1.25	2.50	18.00	2.50	2.00	-0.186035	0.028809	0.989258	-5.810000	1.750000	-0.630000	727.00	-0.022327	0.011844	0.25	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	-0.792969	0.015137	0.987305	-61.950001	69.510002	-17.360001	9.00	0.000000	0.000000
15.90	13.25	11.50	5.75	3.25	1.00	0.00	0.25	1.25	5.25	1.25	1.00	1.00	1.25	18.50	3.00	1.25	-0.182129	0.029785	0.987305	-2.100000	0.280000	0.140000	749.00	-0.030371	0.033187	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.537598	-0.270020	0.934082	-39.480000	108.989998	31.780001	5.00	0.000000	0.000000
16.00	10.25	9.50	4.75	3.00	1.00	0.25	0.50	2.50	5.25	2.00	1.50	1.50	3.75	18.00	3.25	3.50	-0.182129	0.032227	0.993652	3.150000	-2.660000	0.840000	763.00	0.020494	-0.002354	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.548828	-0.199707	0.619141	-21.490000	111.720001	0.700000	5.00	0.000000	0.000000
16.10	9.50	7.25	4.50	3.00	0.75	0.25	0.75	2.25	5.25	2.25	2.00	2.00	3.50	18.50	3.25	3.50	-0.179688	0.032715	0.990723	-0.560000	-0.210000	0.560000	742.00	0.046829	0.003969	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.716309	-0.203613	0.784180	22.049999	132.089996	35.630001	0.00	0.000000	0.000000
16.20	10.00	8.75	4.75	3.75	1.50	1.00	1.00	3.25	5.50	1.75	2.75	2.00	4.00	16.00	3.00	3.50	-0.169434	0.032227	0.993164	-1.610000	1.680000	0.350000	799.00	0.014979	-0.018206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.777832	-0.248535	0.579590	26.040001	77.629997	-7.350000	0.00	0.000000	0.000000
16.30	9.50	8.75	4.25	3.50	1.00	0.50	0.75	3.25	5.25	2.50	3.50	2.50	4.25	16.00	3.25	3.25	-0.179688	0.034668	0.993652	-0.560000	1.050000	0.490000	791.00	0.029527	-0.023723	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.797363	-0.159668	0.480469	2.800000	25.200001	-19.389999	0.00	0.000000	0.000000
16.40	11.00	10.00	5.25	3.00	1.00	0.00	1.25	0.75	6.75	3.00	2.50	1.25	1.25	16.75	2.00	3.00	-0.172852	0.029297	0.998047	-8.750000	5.950000	-0.420000	752.00	0.006419	0.041380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.946777	-0.172363	0.372559	-10.220000	9.240000	8.750000	0.00	0.000000	0.000000
16.50	12.50	11.00	5.75	2.75	1.00	0.00	1.50	0.25	8.00	3.50	1.50	0.25	0.00	17.50	1.75	1.25	-0.188477	0.019531	0.985352	-6.440000	5.180000	0.000000	760.00	-0.012620	0.074878	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.053711	-0.136719	0.278320	-13.370000	6.860000	8.260000	0.00	0.000000	0.000000
16.60	12.75	11.50	5.75	2.75	1.00	0.00	2.00	0.25	7.50	3.00	1.25	0.75	0.50	18.00	2.50	1.50	-0.184570	0.012695	0.987305	-2.870000	1.680000	0.000000	786.00	-0.010264	0.066394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.933594	-0.094727	0.300293	6.020000	8.680000	0.350000	0.00	0.000000	0.000000
16.70	13.25	12.00	6.00	2.50	1.00	0.00	1.75	0.00	7.50	3.00	0.75	0.25	0.25	16.75	2.00	0.75	-0.186035	0.016113	0.989746	-1.680000	0.910000	0.210000	753.00	-0.032273	0.075450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.853516	-0.197754	0.262207	6.090000	-0.840000	4.200000	0.00	0.000000	0.000000
16.80	13.00	12.25	5.75	2.75	1.25	0.00	1.75	0.50	7.75	3.00	1.00	0.50	0.25	16.75	2.00	1.00	-0.186035	0.013184	0.993164	2.100000	-1.470000	0.490000	775.00	-0.028453	0.066332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.991211	-0.209473	0.263672	4.690000	-5.880000	4.200000	0.00	0.000000	0.000000
16.90	12.50	12.00	5.25	4.00	1.50	0.00	1.00	2.25	5.25	3.00	3.00	1.50	3.25	13.00	2.50	2.00	-0.180176	0.026855	0.995605	8.610000	-2.870000	1.260000	799.00	-0.037347	-0.005507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.003418	-0.187500	0.298828	3.780000	-3.430000	-0.000000	0.00	0.000000	0.000000
17.00	12.50	12.25	5.25	4.00	1.75	0.00	1.50	1.50	6.75	3.75	3.00	1.75	2.25	12.75	2.50	1.25	-0.180664	0.025391	0.989746	-3.220000	1.750000	0.070000	817.00	-0.032381	0.016118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.980957	-0.180176	0.301270	-3.570000	-1.750000	1.120000	0.00	0.000000	0.000000
17.10	12.50	12.00	6.25	3.50	1.50	0.00	1.75	0.50	7.50	3.75	2.50	1.25	1.25	13.75	2.50	1.25	-0.180176	0.022461	0.989258	-4.620000	2.940000	-0.210000	804.00	-0.029239	0.043118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.971191	-0.164551	0.291992	-2.240000	-3.640000	3.360000	0.00	0.000000	0.000000
17.20	13.00	12.00	5.75	3.50	1.50	0.00	1.75	0.50	7.25	2.75	2.00	1.00	0.50	15.00	2.00	1.00	-0.187988	0.020996	0.987305	-0.630000	-0.700000	0.420000	777.00	-0.037294	0.052495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.999512	-0.162109	0.275391	-1.260000	-3.080000	4.900000	0.00	0.000000	0.000000
17.30	13.00	12.00	6.00	3.75	1.75	0.00	1.25	1.00	6.75	2.75	2.50	1.25	1.25	14.25	2.00	1.75	-0.181152	0.026855	0.988281	0.350000	0.350000	0.490000	793.00	-0.040153	0.032756	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.963867	-0.136719	0.281738	3.150000	-2.100000	0.140000	0.00	0.000000	0.000000
17.40	12.00	11.50	5.25	3.25	1.50	0.25	1.75	1.75	7.25	3.50	2.50	1.50	1.50	14.75	2.25	2.00	-0.174316	0.027832	0.990723	-1.050000	0.630000	0.350000	812.00	-0.014875	0.028212	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.998535	-0.186035	0.290039	1.120000	-1.050000	1.680000	0.00	0.000000	0.000000
